nome,clube
Erik Franco Pinto,Guarani Futebol Clube
Rafael Amorim Melo,Tênis Clube de Campinas
Livia Queiroz Amaral,Tênis Clube de Campinas
Thiago Amorim Amaral,Círculo Militar de Campinas
Henrique Cristine Sanches,Guarani Futebol Clube
Livia Mesquita Pereira,Associação Atlética Ponte Preta
Daniel de Almeida Ribeiro,Associação Atlética Ponte Preta
Guilherme Fernandes Amancio,Associação Atlética Ponte Preta
Larissa Cristine da Costa,Sociedade Hípica de Campinas
Thiago Bellini Trindade,Guarani Futebol Clube
Giovanna Cruz Senzaki,Círculo Militar de Campinas
Mariana Cruz Campos,Círculo Militar de Campinas
Larissa Cruz da Costa,Tênis Clube de Campinas
Sofia Vieira Dias,Tênis Clube de Campinas
Sofia de Oliveira Camargo,Sociedade Hípica de Campinas
Gabriel Fernandes da Costa,Círculo Militar de Campinas
Yasmin da Silva da Costa,Sociedade Hípica de Campinas
Pedro Cristine Domingues,Guarani Futebol Clube
João Paschoalino Camargo,Sociedade Hípica de Campinas
Henrique Gomes Lima,Sociedade Hípica de Campinas
Maria Gomes Mengue,Associação Atlética Ponte Preta
Pedro Franco Lopes,Tênis Clube de Campinas
André Queiroz Sanches,Tênis Clube de Campinas
Felipe Gomes Machado,Tênis Clube de Campinas
Larissa Ponciano dos Santos,Associação Atlética Ponte Preta
Larissa Santana Silva,Tênis Clube de Campinas
Guilherme Alves Mengue,Círculo Militar de Campinas
Beatriz Braz Amancio,Círculo Militar de Campinas
Samuel Paschoalino Senzaki,Círculo Militar de Campinas
Samuel Vieira Senzaki,Sociedade Hípica de Campinas
Thiago Ferreira Castilho,Círculo Militar de Campinas
Rafael Santana Soares,Associação Atlética Ponte Preta
João Gomes Soares,Associação Atlética Ponte Preta
Thiago Ferreira Mengue,Sociedade Hípica de Campinas
Miguel Cruz Ribeiro,Guarani Futebol Clube
Giovanna Ponciano Rodrigues,Sociedade Hípica de Campinas
Felipe Braz Amancio,Círculo Militar de Campinas
Clara de Almeida Melo,Sociedade Hípica de Campinas
André de Medeiros Rodrigues,Sociedade Hípica de Campinas
Matheus Nascimento Machado,Círculo Militar de Campinas
Eduardo Mesquita Rodrigues,Associação Atlética Ponte Preta
Samuel Mesquita Pinto,Círculo Militar de Campinas
Erik Santana Amaral,Tênis Clube de Campinas
Miguel Braz Campos,Sociedade Hípica de Campinas
Sofia Santana Silva,Círculo Militar de Campinas
Mariana Queiroz Castilho,Sociedade Hípica de Campinas
André Matos Dias,Tênis Clube de Campinas
Sofia Gomes Domingues,Círculo Militar de Campinas
João de Medeiros Rodrigues,Sociedade Hípica de Campinas
Sofia Fernandes Domingues,Tênis Clube de Campinas
Giovanna Paschoalino Pinto,Círculo Militar de Campinas
Guilherme Fernandes Soares,Associação Atlética Ponte Preta
Henrique Vieira Pereira,Círculo Militar de Campinas
Rafael Alves Amaral,Associação Atlética Ponte Preta
João Martins dos Santos,Associação Atlética Ponte Preta
Sofia Ferreira Campos,Guarani Futebol Clube
Mariana Alves Amaral,Tênis Clube de Campinas
Samuel Gomes Mengue,Sociedade Hípica de Campinas
Larissa Bellini Araujo,Tênis Clube de Campinas
Matheus Amorim Campos,Associação Atlética Ponte Preta
Daniel Santana Castilho,Tênis Clube de Campinas
Rafael Paschoalino Dias,Tênis Clube de Campinas
Guilherme Alves Amancio,Tênis Clube de Campinas
Henrique Gomes Mendes,Sociedade Hípica de Campinas
Mariana Mesquita Dias,Guarani Futebol Clube
Beatriz da Silva Mendes,Guarani Futebol Clube
Henrique de Almeida Lopes,Associação Atlética Ponte Preta
Livia Cruz Senzaki,Guarani Futebol Clube
Daniel Matos Silva,Círculo Militar de Campinas
Vinícius Franco Machado,Círculo Militar de Campinas
Eduardo Vieira Mendonça,Guarani Futebol Clube
Pedro Ferreira Dias,Guarani Futebol Clube
Victor de Almeida Dias,Tênis Clube de Campinas
Victor Ferreira Soares,Associação Atlética Ponte Preta
Maria Cruz Melo,Tênis Clube de Campinas
André de Almeida Amancio,Associação Atlética Ponte Preta
Gabriel Vieira Domingues,Círculo Militar de Campinas
Gabriel Vieira Lima,Círculo Militar de Campinas
Daniel Nascimento Lopes,Círculo Militar de Campinas
Erik Fernandes Sanches,Guarani Futebol Clube
Rafael de Almeida Senzaki,Associação Atlética Ponte Preta
Thiago Ponciano Melo,Círculo Militar de Campinas
Larissa Mesquita Castilho,Círculo Militar de Campinas
Gabriel Alves da Costa,Círculo Militar de Campinas
Maria Alves Senzaki,Associação Atlética Ponte Preta
Maria da Silva Castilho,Guarani Futebol Clube
Miguel Matos da Costa,Sociedade Hípica de Campinas
Pedro de Almeida Araujo,Círculo Militar de Campinas
Daniel Amorim Rodrigues,Associação Atlética Ponte Preta
Larissa Fernandes Dias,Tênis Clube de Campinas
Eduardo Vieira Araujo,Associação Atlética Ponte Preta
Henrique Matos Pereira,Guarani Futebol Clube
Victor Alves Machado,Sociedade Hípica de Campinas
Rafael da Silva Silva,Guarani Futebol Clube
Vinícius Amorim dos Santos,Círculo Militar de Campinas
Yasmin Vieira Soares,Guarani Futebol Clube
Giovanna Alves Castilho,Associação Atlética Ponte Preta
Henrique Mesquita Pinto,Associação Atlética Ponte Preta
Henrique Mesquita Pinto,Círculo Militar de Campinas
Vitória Matos Sanches,Associação Atlética Ponte Preta
Vinícius Matos Araujo,Tênis Clube de Campinas
Thiago Bellini Soares,Guarani Futebol Clube
André Ponciano Araujo,Tênis Clube de Campinas
Mariana Gomes Camargo,Círculo Militar de Campinas
Thiago Franco Amaral,Sociedade Hípica de Campinas
Larissa Ferreira Araujo,Sociedade Hípica de Campinas
Erik Cristine Soares,Associação Atlética Ponte Preta
João de Oliveira Domingues,Círculo Militar de Campinas
Eduardo Cristine Athayde,Guarani Futebol Clube
Beatriz Vieira Lima,Círculo Militar de Campinas
Maria Alves Soares,Associação Atlética Ponte Preta
Giovanna Ponciano Amancio,Tênis Clube de Campinas
Erik Nascimento Ribeiro,Guarani Futebol Clube
Eduardo Paschoalino dos Santos,Guarani Futebol Clube
Maria Paschoalino Mendes,Sociedade Hípica de Campinas
Yasmin de Medeiros Sanches,Associação Atlética Ponte Preta
Mariana Queiroz Machado,Sociedade Hípica de Campinas
Miguel Alves Trindade,Guarani Futebol Clube
Maria Santana Araujo,Círculo Militar de Campinas
Daniel Paschoalino Amancio,Círculo Militar de Campinas
Victor Nascimento Campos,Tênis Clube de Campinas
Felipe Ponciano Pereira,Guarani Futebol Clube
Sofia Santana Rodrigues,Sociedade Hípica de Campinas
Vitória Martins Barbosa,Tênis Clube de Campinas
Eduardo Ferreira Araujo,Sociedade Hípica de Campinas
Vinícius Ferreira Amaral,Guarani Futebol Clube
Eduardo Matos Ribeiro,Associação Atlética Ponte Preta
Yasmin Cruz Domingues,Tênis Clube de Campinas
Livia Vieira Pereira,Guarani Futebol Clube
Felipe Mesquita Dias,Círculo Militar de Campinas
Beatriz Cristine Sanches,Sociedade Hípica de Campinas
Larissa de Almeida Camargo,Sociedade Hípica de Campinas
Vinícius Ponciano Dias,Tênis Clube de Campinas
João Nascimento Lopes,Guarani Futebol Clube
João de Almeida Castilho,Círculo Militar de Campinas
Vinícius da Silva Lima,Sociedade Hípica de Campinas
Sofia Gomes Mengue,Círculo Militar de Campinas
Mariana Mesquita Mendes,Círculo Militar de Campinas
Giovanna Alves Mendonça,Sociedade Hípica de Campinas
Eduardo de Almeida Araujo,Guarani Futebol Clube
Yasmin Cruz Domingues,Associação Atlética Ponte Preta
Yasmin Santana Barbosa,Círculo Militar de Campinas
Victor da Silva Amaral,Associação Atlética Ponte Preta
Henrique Bellini Melo,Associação Atlética Ponte Preta
Vitória Matos Sanches,Tênis Clube de Campinas
Thiago de Medeiros Lopes,Sociedade Hípica de Campinas
Vitória Gomes Lopes,Guarani Futebol Clube
Victor Nascimento Dias,Tênis Clube de Campinas
Gabriel Nascimento Amancio,Guarani Futebol Clube
Livia Cristine Castilho,Associação Atlética Ponte Preta
Sofia Santana Silva,Sociedade Hípica de Campinas
Miguel de Medeiros Silva,Sociedade Hípica de Campinas
Clara Amorim Athayde,Sociedade Hípica de Campinas
Henrique Martins dos Santos,Guarani Futebol Clube
Samuel Ferreira Mengue,Guarani Futebol Clube
Erik Gomes Castilho,Sociedade Hípica de Campinas
Eduardo Gomes Campos,Associação Atlética Ponte Preta
Thiago Cristine Araujo,Guarani Futebol Clube
Vinícius Franco Amaral,Círculo Militar de Campinas
Mariana da Silva Pinto,Tênis Clube de Campinas
Vitória Cristine Sanches,Tênis Clube de Campinas
Guilherme Santana Amaral,Sociedade Hípica de Campinas
Erik Franco Rodrigues,Sociedade Hípica de Campinas
Miguel Santana Machado,Tênis Clube de Campinas
Pedro Alves Domingues,Tênis Clube de Campinas
Yasmin Cristine Melo,Associação Atlética Ponte Preta
João Cruz dos Santos,Sociedade Hípica de Campinas
Miguel Santana Campos,Sociedade Hípica de Campinas
Sofia da Silva Senzaki,Guarani Futebol Clube
Rafael Nascimento Mendonça,Sociedade Hípica de Campinas
Clara Ponciano Domingues,Círculo Militar de Campinas
Yasmin Cruz Ribeiro,Círculo Militar de Campinas
Mariana Alves Amaral,Sociedade Hípica de Campinas
Vinícius Amorim Mendonça,Círculo Militar de Campinas
André de Almeida dos Santos,Tênis Clube de Campinas
Sofia de Medeiros Dias,Círculo Militar de Campinas
Miguel de Medeiros Mendes,Círculo Militar de Campinas
Beatriz Amorim Lima,Guarani Futebol Clube
Felipe Vieira Dias,Associação Atlética Ponte Preta
Livia Queiroz Amaral,Associação Atlética Ponte Preta
Clara Braz Athayde,Tênis Clube de Campinas
Henrique Vieira Castilho,Tênis Clube de Campinas
Thiago Matos Senzaki,Guarani Futebol Clube
Larissa Bellini Lima,Tênis Clube de Campinas
Sofia de Medeiros Soares,Tênis Clube de Campinas
Victor de Medeiros Mendes,Associação Atlética Ponte Preta
Vinícius Fernandes Sanches,Associação Atlética Ponte Preta
Matheus Bellini Silva,Tênis Clube de Campinas
Mariana Ferreira Dias,Sociedade Hípica de Campinas
Samuel Mesquita dos Santos,Tênis Clube de Campinas
Livia Nascimento Domingues,Guarani Futebol Clube
Sofia Cristine Pinto,Círculo Militar de Campinas
André Queiroz Mengue,Tênis Clube de Campinas
Livia Martins Domingues,Círculo Militar de Campinas
Daniel Paschoalino Athayde,Guarani Futebol Clube
Victor Santana Trindade,Círculo Militar de Campinas
Daniel Braz Campos,Círculo Militar de Campinas
Sofia Santana Camargo,Círculo Militar de Campinas
Pedro Bellini Lima,Tênis Clube de Campinas
Clara Vieira Amancio,Guarani Futebol Clube
Vinícius Ferreira Pereira,Associação Atlética Ponte Preta
Livia Vieira Mendes,Associação Atlética Ponte Preta
Yasmin Santana Ribeiro,Sociedade Hípica de Campinas
Vitória Vieira Mengue,Tênis Clube de Campinas
Rafael Ferreira Athayde,Círculo Militar de Campinas
Pedro Matos Campos,Sociedade Hípica de Campinas
Henrique Matos Pereira,Círculo Militar de Campinas
Pedro de Oliveira Barbosa,Associação Atlética Ponte Preta
Larissa de Oliveira Barbosa,Sociedade Hípica de Campinas
Livia Queiroz Rodrigues,Sociedade Hípica de Campinas
Livia Alves Senzaki,Associação Atlética Ponte Preta
Pedro Ponciano Castilho,Tênis Clube de Campinas
Miguel Fernandes Sanches,Tênis Clube de Campinas
Victor Ferreira Mengue,Sociedade Hípica de Campinas
Thiago Gomes Domingues,Sociedade Hípica de Campinas
Samuel Matos Ribeiro,Sociedade Hípica de Campinas
Erik Franco Camargo,Guarani Futebol Clube
Felipe Alves Melo,Associação Atlética Ponte Preta
Henrique da Silva Sanches,Guarani Futebol Clube
Daniel Mesquita Lopes,Associação Atlética Ponte Preta
Eduardo Franco Amaral,Círculo Militar de Campinas
Vitória Gomes Lopes,Associação Atlética Ponte Preta
Gabriel Santana Pinto,Círculo Militar de Campinas
Yasmin Amorim Athayde,Sociedade Hípica de Campinas
Eduardo Alves Amaral,Guarani Futebol Clube
Matheus Queiroz Amancio,Círculo Militar de Campinas
André Cruz Mengue,Tênis Clube de Campinas
Mariana Matos Mendes,Círculo Militar de Campinas
Felipe Braz Amancio,Guarani Futebol Clube
Eduardo Gomes Melo,Sociedade Hípica de Campinas
Matheus Matos Domingues,Sociedade Hípica de Campinas
Matheus Braz Amaral,Tênis Clube de Campinas
Eduardo Ponciano Pinto,Guarani Futebol Clube
Giovanna Martins Lopes,Sociedade Hípica de Campinas
Henrique Matos Athayde,Círculo Militar de Campinas
Matheus Amorim Castilho,Associação Atlética Ponte Preta
Matheus Matos Pereira,Guarani Futebol Clube
Pedro Matos Sanches,Associação Atlética Ponte Preta
Gabriel Queiroz Soares,Associação Atlética Ponte Preta
Vinícius de Almeida Lopes,Guarani Futebol Clube
Henrique de Almeida Castilho,Guarani Futebol Clube
André Gomes Castilho,Círculo Militar de Campinas
Gabriel Paschoalino Pereira,Sociedade Hípica de Campinas
Thiago Amorim Silva,Associação Atlética Ponte Preta
Rafael Cristine Domingues,Tênis Clube de Campinas
Clara Braz Domingues,Sociedade Hípica de Campinas
João Bellini Machado,Guarani Futebol Clube
Miguel Santana Domingues,Círculo Militar de Campinas
Henrique Vieira Senzaki,Associação Atlética Ponte Preta
Vitória Cruz Amaral,Tênis Clube de Campinas
Mariana de Almeida Pinto,Círculo Militar de Campinas
Vinícius Queiroz Pereira,Associação Atlética Ponte Preta
Beatriz Mesquita Soares,Círculo Militar de Campinas
Miguel Gomes Silva,Círculo Militar de Campinas
Livia de Oliveira Amaral,Guarani Futebol Clube
Felipe Bellini Sanches,Guarani Futebol Clube
Eduardo Alves dos Santos,Tênis Clube de Campinas
Vinícius Queiroz Amaral,Guarani Futebol Clube
Vitória Matos Soares,Sociedade Hípica de Campinas
Erik Braz Camargo,Associação Atlética Ponte Preta
Matheus Santana Melo,Tênis Clube de Campinas
Livia Franco Sanches,Círculo Militar de Campinas
Clara Gomes Lopes,Guarani Futebol Clube
Victor Amorim Castilho,Círculo Militar de Campinas
Rafael Mesquita Pereira,Círculo Militar de Campinas
Beatriz Cristine Dias,Guarani Futebol Clube
Victor Queiroz Castilho,Sociedade Hípica de Campinas
Yasmin Martins Athayde,Tênis Clube de Campinas
Felipe Paschoalino Trindade,Tênis Clube de Campinas
Pedro Amorim Rodrigues,Círculo Militar de Campinas
Vinícius Vieira Trindade,Tênis Clube de Campinas
Giovanna Braz Amaral,Tênis Clube de Campinas
Felipe de Oliveira Araujo,Associação Atlética Ponte Preta
Mariana Alves Lopes,Tênis Clube de Campinas
Larissa Bellini Lopes,Guarani Futebol Clube
Livia Martins Araujo,Guarani Futebol Clube
Matheus Matos Dias,Guarani Futebol Clube
Victor Fernandes dos Santos,Associação Atlética Ponte Preta
Giovanna Braz Senzaki,Guarani Futebol Clube
Mariana Fernandes Amaral,Associação Atlética Ponte Preta
Sofia de Medeiros Mengue,Círculo Militar de Campinas
Sofia Paschoalino Machado,Tênis Clube de Campinas
Vitória Mesquita Machado,Guarani Futebol Clube
Miguel Gomes Senzaki,Guarani Futebol Clube
Mariana Gomes Sanches,Tênis Clube de Campinas
Giovanna de Oliveira Silva,Círculo Militar de Campinas
João de Almeida Amaral,Associação Atlética Ponte Preta
Felipe Franco Pereira,Círculo Militar de Campinas
Sofia Vieira Camargo,Tênis Clube de Campinas
Henrique de Oliveira Lima,Associação Atlética Ponte Preta
Daniel Ferreira Araujo,Sociedade Hípica de Campinas
Victor Ferreira Athayde,Tênis Clube de Campinas
Samuel Fernandes Melo,Tênis Clube de Campinas
Gabriel Nascimento Amaral,Associação Atlética Ponte Preta
Daniel Matos Athayde,Círculo Militar de Campinas
Vinícius Matos Pereira,Círculo Militar de Campinas
Vinícius Amorim Mendes,Tênis Clube de Campinas
João Matos Mendes,Círculo Militar de Campinas
Guilherme Ponciano Rodrigues,Guarani Futebol Clube
Thiago de Almeida Senzaki,Sociedade Hípica de Campinas
Vinícius Amorim Mengue,Sociedade Hípica de Campinas
Matheus Cristine Campos,Círculo Militar de Campinas
Henrique Nascimento Melo,Associação Atlética Ponte Preta
André Ponciano Athayde,Associação Atlética Ponte Preta
Guilherme Vieira Domingues,Guarani Futebol Clube
Matheus Santana Mengue,Sociedade Hípica de Campinas
Larissa da Silva Camargo,Associação Atlética Ponte Preta
Yasmin Bellini dos Santos,Guarani Futebol Clube
Daniel Queiroz Mendes,Associação Atlética Ponte Preta
Livia Cristine Domingues,Associação Atlética Ponte Preta
Eduardo Gomes Melo,Guarani Futebol Clube
Eduardo Cruz Dias,Guarani Futebol Clube
Maria Cristine Machado,Guarani Futebol Clube
Erik Franco Pinto,Associação Atlética Ponte Preta
Gabriel Matos Domingues,Guarani Futebol Clube
Pedro Nascimento Campos,Tênis Clube de Campinas
Henrique Mesquita Mengue,Guarani Futebol Clube
Victor Queiroz da Costa,Círculo Militar de Campinas
Victor Bellini Barbosa,Sociedade Hípica de Campinas
Vinícius de Medeiros Lopes,Sociedade Hípica de Campinas
Clara Bellini Pereira,Guarani Futebol Clube
Vitória de Oliveira Athayde,Guarani Futebol Clube
João Cruz Amaral,Guarani Futebol Clube
André de Oliveira Castilho,Sociedade Hípica de Campinas
Samuel de Medeiros da Costa,Associação Atlética Ponte Preta
Larissa de Almeida Mendes,Círculo Militar de Campinas
Vitória Vieira da Costa,Guarani Futebol Clube
Eduardo Fernandes Athayde,Guarani Futebol Clube
Sofia de Medeiros Machado,Círculo Militar de Campinas
Guilherme Matos Camargo,Círculo Militar de Campinas
Thiago Mesquita Dias,Associação Atlética Ponte Preta
Samuel Bellini Ribeiro,Tênis Clube de Campinas
Larissa Martins Amancio,Associação Atlética Ponte Preta
Miguel Vieira Senzaki,Guarani Futebol Clube
Clara Braz Pinto,Associação Atlética Ponte Preta
Rafael de Medeiros Camargo,Sociedade Hípica de Campinas
Matheus Fernandes Mengue,Sociedade Hípica de Campinas
Erik de Oliveira Mendes,Tênis Clube de Campinas
André Braz Amaral,Associação Atlética Ponte Preta
Mariana Queiroz dos Santos,Associação Atlética Ponte Preta
Erik Matos Senzaki,Círculo Militar de Campinas
Rafael Franco Rodrigues,Guarani Futebol Clube
Thiago de Oliveira Domingues,Círculo Militar de Campinas
Miguel Bellini Trindade,Guarani Futebol Clube
Henrique Paschoalino Lima,Tênis Clube de Campinas
Samuel Cruz Campos,Círculo Militar de Campinas
Maria Cruz Melo,Associação Atlética Ponte Preta
Erik Ferreira Araujo,Círculo Militar de Campinas
Larissa de Almeida Ribeiro,Associação Atlética Ponte Preta
Henrique de Oliveira Rodrigues,Guarani Futebol Clube
Maria Braz Araujo,Guarani Futebol Clube
