nome,placa,marca,cor
Matheus Ferreira Sanches,DCD8E22,Chevrolet,Prata
Larissa Cristine da Costa,ABA6C25,VW,Vermelho
Mariana da Silva Rodrigues,DCB7D33,Fiat,Azul Claro
Henrique Gomes Senzaki,ABE3E41,Honda,Vermelho
Thiago Queiroz Barbosa,BEA6A87,VW,Prata
Mariana Bellini da Costa,FDC0E89,Honda,Vermelho
Vinícius Ponciano Amancio,EFA5E81,Chevrolet,Vermelho
Thiago Alves Senzaki,AEA7C82,Toyota,Azul Claro
Samuel Cristine Rodrigues,CCE8D74,Chevrolet,Prata
Yasmin Alves Soares,BAD4D51,Hyundai,Azul Claro
Vinícius Bellini Pinto,CBA1E96,VW,Azul Claro
Vitória Cristine Barbosa,EFE1E37,Toyota,Preto
Vitória Gomes Melo,FBC0B76,Chevrolet,Cinza
Vinícius da Silva Silva,CCD9C37,VW,Preto
Daniel Paschoalino Rodrigues,AEA8D45,VW,Preto
Erik Ferreira Trindade,AEF1B40,Hyundai,Branco
Thiago Matos Campos,FEB3A61,Chevrolet,Vermelho
João Matos da Costa,EDA1D73,Fiat,Preto
Samuel Vieira Melo,DBA6A23,Chevrolet,Vermelho
Rafael da Silva Amancio,ECA6A49,VW,Cinza
João Gomes Athayde,ACC8B10,VW,Azul Claro
Yasmin Ferreira Dias,CCC8D37,Hyundai,Preto
Maria Cruz Amancio,BCD6A41,Hyundai,Branco
Vinícius Fernandes Machado,EBE8B34,Fiat,Branco
Eduardo Alves Mengue,EFF8B40,VW,Vermelho
Clara Mesquita Amancio,BED4D10,Fiat,Azul Claro
Sofia Gomes Ribeiro,FCB5C98,Hyundai,Azul Claro
Beatriz Fernandes Senzaki,BCA0E90,Chevrolet,Azul Claro
Eduardo Santana Silva,FFC0B86,Toyota,Branco
Mariana Paschoalino Ribeiro,FCF9C56,VW,Branco
Henrique Martins Machado,CDD3A20,Toyota,Cinza
Matheus Amorim Dias,CDD2B81,Chevrolet,Cinza
João Cristine Soares,EAD3E27,Fiat,Prata
Sofia Nascimento Senzaki,DCB1D37,Honda,Preto
Miguel da Silva Silva,AAB9E27,Honda,Branco
Sofia Santana Barbosa,CDC1E98,VW,Preto
Yasmin Ponciano Barbosa,CAD0C74,Honda,Azul Claro
Vitória de Almeida Mendonça,AFA4D62,Honda,Cinza
Maria Nascimento Barbosa,CDF1A97,Toyota,Vermelho
Guilherme Amorim Rodrigues,CDE7C22,VW,Prata
André Franco Ribeiro,BBA9C41,VW,Vermelho
Daniel Bellini Lima,FFA6D14,Hyundai,Cinza
Felipe Braz Amancio,AFE9E17,VW,Azul Claro
Henrique Gomes Domingues,FCB2E54,Toyota,Preto
Eduardo Gomes Campos,EBD4B26,Toyota,Branco
Felipe Franco Domingues,BBC7D83,VW,Cinza
Henrique de Oliveira Rodrigues,BCC6B16,VW,Azul Claro
Vinícius Fernandes Campos,BAE4B66,Hyundai,Azul Claro
Vinícius de Almeida Lopes,CDA3B44,Hyundai,Cinza
Miguel Matos Silva,BFF3B11,Chevrolet,Cinza
Maria Matos Dias,FAA7C66,Fiat,Azul Claro
Rafael Mesquita Pereira,DFE2B98,Fiat,Cinza
Daniel de Oliveira Campos,DDF5D61,Fiat,Cinza
Henrique Paschoalino Lima,FFB2C99,VW,Azul Claro
Livia Queiroz Melo,BCE9A21,Honda,Preto
Yasmin Bellini Trindade,CDC8D82,Fiat,Cinza
Thiago Bellini Mendonça,EFF0A68,Hyundai,Cinza
Felipe de Almeida Melo,DBC5E30,Chevrolet,Azul Claro
Matheus Queiroz Senzaki,FEC5A71,Honda,Azul Claro
Guilherme Alves Amancio,EED5A31,Toyota,Cinza
Mariana Paschoalino Senzaki,ACB9A13,Fiat,Vermelho
Livia de Almeida Silva,ABD2D32,Honda,Azul Claro
Beatriz Paschoalino dos Santos,FCB8C11,Honda,Prata
Giovanna Cristine dos Santos,CCD8E23,Honda,Prata
Guilherme Ponciano Rodrigues,DED9E65,Toyota,Cinza
Guilherme Bellini dos Santos,CDB9A89,VW,Azul Claro
Mariana Nascimento Silva,CAD7D31,Chevrolet,Vermelho
Victor Alves da Costa,CFD9D26,Fiat,Preto
Erik Mesquita Rodrigues,EAF1B49,Toyota,Azul Claro
Maria Vieira Soares,EDB5C60,Fiat,Vermelho
Matheus Braz da Costa,BFE7C37,Fiat,Cinza
Livia Ponciano Mendes,DBB7A34,VW,Branco
Vinícius Nascimento Dias,FDF2A36,Toyota,Vermelho
Miguel Matos Castilho,BFF6C40,Toyota,Branco
Pedro Martins Silva,FEA0E29,VW,Cinza
Mariana Gomes Rodrigues,DEE7B45,Hyundai,Branco
Guilherme Braz Trindade,CFF1C94,Fiat,Cinza
Erik Queiroz Dias,DEF9E59,Toyota,Preto
Daniel Cruz Domingues,CBD9E48,Hyundai,Azul Claro
Livia Bellini Lopes,FDB1E39,Honda,Preto
Daniel Braz Silva,DBA9D66,Chevrolet,Vermelho
Maria Franco Rodrigues,DBF3D67,Honda,Branco
Felipe Paschoalino Trindade,ADF5E60,Hyundai,Preto
Miguel Queiroz Araujo,FDF2B35,Fiat,Vermelho
Beatriz Mesquita Soares,CBF5E86,VW,Azul Claro
Rafael Nascimento Mendonça,BBD9B45,Fiat,Preto
Giovanna de Oliveira Trindade,CEF5D74,VW,Prata
Erik Santana Amaral,CAC8A59,VW,Azul Claro
Giovanna de Medeiros Mengue,BBE4C93,Honda,Vermelho
Yasmin Martins Camargo,EBF4C45,Fiat,Prata
Guilherme Paschoalino Castilho,BEB3E77,Hyundai,Preto
Vitória Fernandes Pereira,EEF6E69,Hyundai,Branco
Larissa de Almeida Camargo,CCA3A44,Chevrolet,Branco
Pedro de Almeida Amaral,DCA3D10,VW,Branco
Larissa Fernandes Dias,EDA4A62,Fiat,Vermelho
Vitória Santana Lima,EFB2E32,Fiat,Preto
Gabriel Vieira Domingues,AEC8A82,Honda,Prata
Vitória Fernandes Melo,AAD1A81,Hyundai,Prata
João de Almeida Amaral,AAB5C85,Hyundai,Vermelho
Matheus Fernandes Mengue,BDD8D52,VW,Cinza
Henrique Fernandes Pereira,DEB7B73,Toyota,Prata
Daniel Cruz Soares,CEC7C16,Toyota,Cinza
João Gomes Castilho,FDB0C23,Hyundai,Vermelho
Gabriel de Almeida Amancio,CCD1B92,Hyundai,Vermelho
Clara Paschoalino Barbosa,EBA4C62,Honda,Branco
Felipe Ferreira Amancio,AFB5B82,Chevrolet,Prata
André Vieira Lopes,EAD4D66,Honda,Prata
Maria Martins Castilho,EED2B94,Toyota,Prata
Pedro Matos Castilho,FCE5B60,Honda,Branco
Maria Franco Araujo,DFD5B66,Honda,Preto
Larissa Bellini Ribeiro,DBC1C24,Honda,Azul Claro
Beatriz Mesquita Mengue,CDE2B53,Toyota,Vermelho
Livia Matos Athayde,BFB9C64,Hyundai,Preto
Felipe Paschoalino dos Santos,DAD5A90,Honda,Branco
Giovanna Queiroz Mengue,BCF3D20,Honda,Prata
João Ferreira Camargo,ADA9C42,VW,Cinza
Erik Alves Castilho,EBD3A20,Honda,Azul Claro
André Franco Ribeiro,FAD0A71,Honda,Prata
Yasmin de Medeiros Araujo,DDB4D97,Hyundai,Branco
Mariana Gomes da Costa,DFC1C61,Hyundai,Branco
Mariana Vieira Araujo,FAE0C39,Fiat,Preto
Livia Franco Soares,ABE3D84,Hyundai,Prata
Gabriel Martins Araujo,FEE2D70,Honda,Preto
Mariana Gomes Sanches,BED7A59,Honda,Preto
Miguel Fernandes da Costa,EAF3C97,Toyota,Preto
Clara Cruz Silva,BEC5D84,Toyota,Preto
Eduardo de Medeiros Soares,EEC3E19,Chevrolet,Cinza
Gabriel Cruz Mengue,ABE0C21,Chevrolet,Azul Claro
Eduardo Paschoalino Amancio,CBC0C17,Hyundai,Vermelho
Pedro Paschoalino Barbosa,AFB9D20,Hyundai,Preto
Daniel Braz Campos,BCF5C75,Honda,Vermelho
Beatriz Paschoalino Lima,DEE9A68,Fiat,Preto
Miguel de Almeida Pereira,CEF5C80,Toyota,Vermelho
Sofia Matos Mendes,AFA9C44,Honda,Cinza
Rafael Paschoalino Lima,FDC4D10,Hyundai,Azul Claro
Eduardo de Oliveira Pinto,FCE3A21,Honda,Azul Claro
João Franco Melo,CCE9A59,Honda,Azul Claro
Sofia da Silva Mendes,FEA0C69,Honda,Prata
João Bellini Amancio,FFD3A36,VW,Cinza
Pedro Cruz Mendonça,CBB0E54,Fiat,Azul Claro
Livia Vieira Lima,DFD4B85,Chevrolet,Prata
Larissa da Silva Camargo,DEC6A99,Chevrolet,Cinza
André Matos Amaral,FAE8E27,Hyundai,Preto
Samuel Bellini da Costa,CCA2D55,VW,Preto
Livia Vieira Campos,EDA2A11,VW,Cinza
Livia Braz Camargo,DCE5C53,Hyundai,Cinza
Clara Santana Lima,DFF6C38,VW,Preto
Maria Amorim Barbosa,FAF4A95,Honda,Preto
Guilherme de Medeiros Mengue,AAA2E29,Fiat,Azul Claro
Yasmin Ferreira Araujo,AFF3E43,Fiat,Prata
Pedro Martins Amaral,FBF4C30,Hyundai,Vermelho
Clara Gomes dos Santos,DCB6A95,Chevrolet,Vermelho
Daniel Alves Amaral,EFA6C11,Chevrolet,Prata
Rafael Amorim Pinto,FDF0E31,Honda,Cinza
Henrique Queiroz Camargo,CCE9D98,Fiat,Azul Claro
Yasmin Queiroz Araujo,CCA8B44,Honda,Preto
Eduardo de Oliveira Rodrigues,DDB5E61,Toyota,Branco
Matheus de Oliveira Lima,FEE3A39,Chevrolet,Preto
Victor Cruz Pinto,DDD7E88,Fiat,Preto
Felipe de Oliveira Melo,CBE0E54,Toyota,Prata
Daniel Queiroz Domingues,CAA5A67,VW,Branco
Mariana Ferreira Melo,EFF3D62,Chevrolet,Vermelho
Daniel Ferreira Soares,CCF7B53,Chevrolet,Preto
Clara Martins dos Santos,FCA9A31,Fiat,Vermelho
Maria Matos Silva,CAF8C64,Chevrolet,Cinza
Clara Alves Lopes,FEC4C58,Fiat,Cinza
Mariana Ponciano Sanches,EFA8D56,Fiat,Azul Claro
Matheus Martins Sanches,DFC8E69,Honda,Azul Claro
Gabriel Ferreira Pinto,BAD3C50,Fiat,Cinza
Sofia Gomes Domingues,ACD9B28,Hyundai,Cinza
Clara Gomes Camargo,DBC0A53,Fiat,Branco
Clara Amorim Barbosa,CDD6D42,Honda,Cinza
Livia de Oliveira Amaral,DCD3B61,Fiat,Vermelho
Livia de Almeida Amaral,BDB6D16,Hyundai,Preto
Giovanna de Medeiros Castilho,FAD5A44,Fiat,Vermelho
Clara Cristine Lima,ADD4E14,Honda,Branco
Yasmin Santana Mendes,CDA7C56,Toyota,Vermelho
Yasmin Cruz Domingues,BAF3C47,Toyota,Preto
Mariana Queiroz Machado,CFF1B12,Fiat,Prata
Sofia Braz Barbosa,AEC6A84,VW,Preto
Felipe Cruz Soares,EAF0D52,Chevrolet,Vermelho
Miguel Matos Pinto,ACF5E23,Honda,Branco
Matheus Bellini Amancio,ABE9C21,Toyota,Cinza
Gabriel Santana Araujo,BDB9A62,Chevrolet,Vermelho
Victor Ferreira Machado,BBF0E26,Honda,Vermelho
Vitória Santana Ribeiro,CAA4E15,Toyota,Prata
Henrique Paschoalino Pereira,DDD6B51,Honda,Preto
Sofia Martins Domingues,ECE6D24,Honda,Branco
Samuel de Almeida Senzaki,DDA3E32,Honda,Azul Claro
Clara Vieira Pereira,DAE1A53,Hyundai,Branco
João Mesquita Camargo,ADA1A75,Fiat,Prata
Livia Martins Araujo,DDB3D89,VW,Branco
Sofia Mesquita Mendes,EAF4E34,Toyota,Prata
Beatriz Mesquita Camargo,CDF2C27,Chevrolet,Cinza
Erik de Medeiros Pereira,EFD0C71,Chevrolet,Branco
Mariana Matos Machado,ACA4B64,Fiat,Prata
Matheus Braz Pinto,DAC9B51,VW,Branco
Rafael Santana Soares,FDA7D59,Honda,Cinza
João Vieira Dias,DBD5D22,VW,Preto
Larissa Alves Camargo,DEE8B82,Honda,Cinza
Victor Ferreira Ribeiro,CFC0D44,Chevrolet,Vermelho
Livia Ferreira Amaral,BAB3D68,Hyundai,Prata
Matheus Gomes Dias,ADA0D95,Honda,Azul Claro
Erik Nascimento Camargo,AAA8B34,Honda,Azul Claro
Henrique Ponciano Campos,BEF3E24,Toyota,Preto
Maria Braz Amaral,BFE4E95,Chevrolet,Cinza
Rafael Cristine Domingues,EFD6B72,Chevrolet,Cinza
Gabriel Queiroz Lima,DBE5A33,Toyota,Azul Claro
Sofia Franco Rodrigues,FAA4D29,VW,Vermelho
Maria Braz Melo,CBE4D58,Toyota,Cinza
Clara de Medeiros Amaral,CBE4B68,VW,Preto
Clara Fernandes Campos,BFA5B51,Toyota,Branco
Guilherme Franco Mendes,DCD1E27,Honda,Cinza
Felipe Franco Mendes,FFE9B75,Chevrolet,Azul Claro
João Ponciano Domingues,ECC5C20,Fiat,Vermelho
Larissa Bellini Machado,BDD8D17,Honda,Branco
Larissa Mesquita Rodrigues,DDE4B98,Fiat,Azul Claro
Vinícius Cruz Melo,AEF4A34,VW,Preto
Erik Paschoalino Athayde,DFB3A78,Honda,Branco
Daniel Nascimento da Costa,DFA8D78,VW,Cinza
Thiago Franco Soares,FAB7C75,Hyundai,Branco
Thiago Ferreira Mengue,BCF4B77,Chevrolet,Branco
Clara Cruz Amaral,BDD2E55,Hyundai,Prata
Victor Alves Machado,FAC1C99,Chevrolet,Prata
Mariana Queiroz Athayde,AEF0A77,VW,Preto
Yasmin Alves Sanches,BBC0A26,Chevrolet,Preto
Pedro Matos Sanches,EBA1A73,VW,Azul Claro
Daniel de Medeiros Mendes,CFF5B56,Fiat,Prata
André Cruz Soares,AAD9D73,Honda,Prata
Vinícius Amorim Mengue,DAC1B27,Hyundai,Cinza
Gabriel Vieira Mendes,FDD1D48,VW,Cinza
André de Medeiros Ribeiro,FDF3E43,Toyota,Preto
Henrique Ponciano Sanches,FBC1B61,VW,Vermelho
Henrique de Medeiros Machado,BFD7B86,VW,Preto
Guilherme Franco Pinto,CDE9A15,Honda,Cinza
Henrique Matos Castilho,ACF8D27,Chevrolet,Azul Claro
Rafael de Almeida dos Santos,FAB7B89,VW,Vermelho
Guilherme Ferreira Soares,CCE2E14,Toyota,Azul Claro
André Braz Pereira,DFF3B98,Chevrolet,Azul Claro
Livia Cristine Rodrigues,EBE1D85,Toyota,Vermelho
Beatriz Amorim Melo,CBF4D22,Toyota,Vermelho
Victor Santana Melo,DCC1E34,VW,Prata
Rafael Vieira Athayde,AAB4B71,Fiat,Preto
João de Almeida Melo,BEB9A39,Chevrolet,Branco
André Nascimento da Costa,BDE0B88,Chevrolet,Azul Claro
Vinícius Gomes Amancio,DFC8B46,Toyota,Cinza
Giovanna de Oliveira Araujo,CEF2B34,VW,Cinza
André de Almeida dos Santos,DBE6B72,Chevrolet,Cinza
Pedro Queiroz Campos,CAB8C46,Honda,Preto
Victor Martins da Costa,DBF9E16,Hyundai,Cinza
Erik Bellini Dias,AAB8A67,Honda,Preto
Matheus Amorim Trindade,AEE8A42,Fiat,Cinza
Matheus Franco Dias,FEB7D99,Fiat,Branco
Mariana Amorim Pinto,EEF2C30,Hyundai,Branco
Miguel da Silva Araujo,AED3C74,Toyota,Azul Claro
Livia Amorim Dias,EBC0C85,Honda,Cinza
Miguel Santana Campos,CDE1A14,Chevrolet,Prata
Matheus Queiroz Amancio,CFC3D30,Honda,Preto
Victor Ferreira Mengue,ACD8E94,Hyundai,Cinza
Guilherme Bellini Lopes,DCB0C39,Honda,Vermelho
Vinícius Alves dos Santos,DEC4E68,Honda,Prata
Felipe Amorim Soares,EDF3E20,Toyota,Azul Claro
Felipe Vieira Senzaki,AAE2A16,Hyundai,Cinza
Daniel Paschoalino Athayde,BCA1B43,Hyundai,Azul Claro
Clara Alves Soares,DDF2D42,Toyota,Branco
Henrique da Silva Melo,FBC6A29,Toyota,Preto
Sofia Paschoalino Ribeiro,FEB1A98,Honda,Vermelho
Daniel Fernandes Ribeiro,CBF6A83,Chevrolet,Cinza
Vitória Matos Soares,AFC0A87,Toyota,Branco
Henrique Paschoalino Mendonça,ACF3B71,Honda,Cinza
Gabriel Cruz Araujo,BEE0B85,Fiat,Vermelho
Vitória Fernandes Mendonça,BDD5C64,Chevrolet,Cinza
Larissa Amorim Machado,EFB0C80,VW,Vermelho
Vitória Cristine Athayde,CEC3D47,Fiat,Prata
Mariana Mesquita Mendonça,AFB5D27,Toyota,Prata
João da Silva Camargo,EFC8E77,Chevrolet,Preto
Beatriz Cruz Lima,BAA3D23,Honda,Azul Claro
André Cruz Barbosa,BCE2B34,Chevrolet,Prata
Eduardo Alves Campos,ECE2A90,VW,Branco
Daniel Amorim Sanches,FAF3B68,Chevrolet,Preto
Giovanna Alves Castilho,BFF3A21,Fiat,Prata
Guilherme Franco Araujo,CCB6D21,Hyundai,Vermelho
Pedro Santana Campos,CFC5C48,Fiat,Prata
Thiago Cristine Machado,FFE9A37,Fiat,Azul Claro
Vinícius Queiroz Pereira,CDA6E88,Chevrolet,Prata
Matheus Braz Amaral,DCD6E73,Honda,Prata
André Martins Silva,EDA9B74,VW,Prata
João Ferreira Ribeiro,FCA3D19,Hyundai,Vermelho
Thiago Queiroz Domingues,FCE7A60,Toyota,Vermelho
Henrique Bellini Lima,EDA3A43,Hyundai,Preto
Thiago Nascimento Ribeiro,FDB2A93,VW,Vermelho
Erik Mesquita Amancio,DFA4A45,VW,Cinza
André Ponciano Athayde,FDC4A94,VW,Prata
Samuel Matos Lima,BBF0D32,VW,Prata
Guilherme Nascimento Mendonça,CAC5B41,Chevrolet,Cinza
Rafael Amorim Soares,DFE7A53,VW,Azul Claro
Samuel Martins Mendes,EED5B22,Fiat,Vermelho
Victor Cruz Domingues,EAE6B32,Honda,Cinza
Miguel Queiroz Lopes,CCC0A20,Chevrolet,Preto
Vitória Queiroz Trindade,CBB3E84,Hyundai,Cinza
Giovanna Santana Camargo,BEB6D49,Hyundai,Preto
Matheus Santana Mengue,AEA3B30,Honda,Preto
Giovanna Ponciano Rodrigues,BFE2C92,Hyundai,Prata
Larissa Vieira Pereira,AAF6C88,Chevrolet,Branco
Pedro Matos Soares,EBC2B65,Hyundai,Vermelho
Guilherme Mesquita Machado,FFA1A64,Chevrolet,Branco
Gabriel Gomes Mendonça,CEF0E21,Hyundai,Branco
Daniel Fernandes Araujo,AEB5A99,Chevrolet,Branco
Miguel Franco Ribeiro,EBB3C91,Fiat,Vermelho
Rafael Ferreira Ribeiro,ABB7B11,Honda,Vermelho
Livia de Almeida Araujo,CDD0C23,Chevrolet,Cinza
Erik Fernandes Castilho,BAD1A48,Honda,Prata
Mariana Gomes Amancio,FBB5E75,VW,Prata
Yasmin Cristine Trindade,ADB7E40,VW,Branco
Daniel Cruz Camargo,BCD1A84,Honda,Prata
Victor de Almeida Dias,FFB2A65,Fiat,Azul Claro
Yasmin Braz Lopes,FAA7B85,Toyota,Azul Claro
João Bellini Castilho,CED0B75,Hyundai,Azul Claro
Pedro Santana Rodrigues,ECB1C60,Fiat,Azul Claro
Beatriz de Medeiros Dias,BFD5E77,Toyota,Azul Claro
Giovanna Cruz Silva,EEC3D95,Hyundai,Azul Claro
João Queiroz Silva,AED6C14,Chevrolet,Azul Claro
Beatriz Paschoalino Trindade,BAA2D31,Chevrolet,Preto
Victor Queiroz Pereira,CBE2B45,Toyota,Prata
Daniel Gomes Mendonça,BAF6C15,Fiat,Vermelho
Yasmin Amorim Machado,DAC9D24,Hyundai,Azul Claro
Maria de Medeiros Pinto,EDF3D66,VW,Azul Claro
Rafael Fernandes Pinto,CCF1A95,Hyundai,Prata
Gabriel Ponciano Araujo,FBD4C92,Chevrolet,Prata
Yasmin Gomes Trindade,DDB8E36,Chevrolet,Cinza
Yasmin Alves Pereira,CCD8D50,Chevrolet,Cinza
Sofia Ponciano Mendes,CFE0C54,VW,Cinza
Sofia Queiroz Sanches,FBB8E74,Chevrolet,Azul Claro
Felipe Ferreira Silva,EDB5A94,Toyota,Prata
Thiago Paschoalino Mendonça,FAD1D11,Hyundai,Branco
Beatriz Amorim Campos,FFD7C60,VW,Cinza
Vitória Amorim Barbosa,EFC5E79,Chevrolet,Azul Claro
Sofia Ponciano Camargo,AFC8A59,Hyundai,Vermelho
André de Oliveira Mendonça,ECD0A45,VW,Prata
Beatriz Bellini Lopes,CBC1B51,Toyota,Vermelho
Samuel Santana Athayde,BDD4C50,VW,Cinza
Maria de Almeida Senzaki,BEB7E72,Fiat,Cinza
Mariana Vieira Castilho,BFC8C56,Honda,Cinza
Guilherme Braz Lima,EEC6B12,Hyundai,Prata
Vinícius Bellini Barbosa,DAA9E58,Honda,Branco
Gabriel Amorim Soares,DEE4B98,Fiat,Branco
Livia de Almeida Rodrigues,BFC0B95,Hyundai,Prata
Beatriz Gomes Amancio,BFA8B76,VW,Preto
Giovanna Queiroz Lima,FEB0C93,Toyota,Preto
Matheus da Silva Athayde,FFE0A12,VW,Prata
Clara Ponciano Senzaki,FAE5E40,Hyundai,Prata
André Vieira Camargo,DEB3E29,Honda,Cinza
Matheus Queiroz Amancio,BBC3A80,Fiat,Vermelho
Maria Vieira Ribeiro,CFC9B54,Toyota,Vermelho
Vitória Vieira da Costa,FBD5D18,Toyota,Preto
Larissa Cruz da Costa,DCD8C54,Fiat,Branco
Sofia Paschoalino Machado,FDA6E31,Hyundai,Prata
Larissa Franco Dias,CAD7C60,Chevrolet,Preto
Victor Queiroz da Costa,BBE6D40,Chevrolet,Azul Claro
André Amorim Araujo,FAF4B55,Fiat,Prata
Gabriel Nascimento Rodrigues,DDF5B69,Hyundai,Prata
André de Medeiros Castilho,BAE1D95,Fiat,Vermelho
Henrique Queiroz Senzaki,BBF3C18,Honda,Preto
Pedro Santana Barbosa,BFD2A25,Toyota,Preto
Eduardo Martins Amancio,DFD0D65,VW,Azul Claro
Rafael Mesquita Soares,EAD7A84,Toyota,Branco
Clara Mesquita Barbosa,CCF1C93,Hyundai,Preto
André Mesquita Lopes,DBC9A96,VW,Prata
Vitória Braz Melo,EFF5C18,Chevrolet,Cinza
Gabriel Vieira Lopes,FEE0A50,Honda,Branco
Clara de Oliveira da Costa,BBB0C94,VW,Cinza
Vitória Nascimento Silva,BFE2C66,Fiat,Vermelho
Guilherme de Almeida Rodrigues,BCC1E20,Chevrolet,Prata
Henrique Gomes Mendes,BCB2A52,Honda,Prata
Felipe Queiroz Pinto,BBF0E50,Honda,Cinza
Vinícius Mesquita Castilho,EEE9B71,Chevrolet,Branco
Larissa Cristine Amancio,DAE8E60,Fiat,Preto
André Braz Domingues,FDB5B84,Honda,Azul Claro
Eduardo Mesquita Mengue,CEA3C99,Chevrolet,Vermelho
Yasmin Bellini Dias,ECE9C60,Toyota,Branco
Sofia Cruz Senzaki,AEE3E62,Chevrolet,Vermelho
Guilherme Martins Mendonça,BDF3C49,Honda,Branco
Beatriz Santana Amancio,DDF6C26,Chevrolet,Branco
Gabriel Fernandes Campos,ABC2A40,Chevrolet,Branco
Daniel Alves Rodrigues,EBE7D94,Toyota,Branco
Eduardo Alves dos Santos,DFA9B12,Chevrolet,Cinza
Mariana Ferreira Campos,EBA6A37,Toyota,Branco
Rafael Nascimento Pereira,CCC9B44,Chevrolet,Vermelho
Thiago Mesquita Dias,FBB5A75,Toyota,Branco
Eduardo Mesquita Mendonça,FEC1C84,Honda,Branco
Matheus de Medeiros Amaral,BFC0A69,Chevrolet,Preto
Rafael Amorim Dias,EEC4D66,Hyundai,Vermelho
Matheus Nascimento Barbosa,BFB3E85,Fiat,Preto
Beatriz Vieira Athayde,FEA3D49,Honda,Preto
Miguel Ferreira Domingues,EDE5C32,Fiat,Preto
Felipe Ponciano Pereira,FAE3D95,Chevrolet,Cinza
Rafael Alves dos Santos,FAE5D15,Hyundai,Azul Claro
Livia Nascimento Camargo,ACB9C17,Fiat,Cinza
Guilherme Alves Domingues,FBE3E62,Toyota,Vermelho
João Ponciano Amancio,CAC0D60,Honda,Azul Claro
Samuel Amorim Mengue,DEB2B29,Toyota,Cinza
Guilherme Braz Sanches,CCD4B87,Chevrolet,Branco
Pedro de Oliveira dos Santos,AFE1E97,Fiat,Azul Claro
Clara Vieira Araujo,CAB2B87,VW,Branco
Larissa Ferreira Mendes,ABD0E90,Chevrolet,Cinza
Giovanna Vieira Domingues,CFB9A63,Fiat,Branco
Beatriz de Almeida da Costa,BCB3E66,Chevrolet,Azul Claro
Eduardo Cruz da Costa,AEC1B83,Hyundai,Cinza
Erik Alves Lima,ADE0D61,Hyundai,Preto
Mariana da Silva Athayde,BAC9E39,Fiat,Cinza
Larissa Mesquita Castilho,ECC2B26,Hyundai,Branco
Mariana de Medeiros dos Santos,AAD9A41,Honda,Cinza
Beatriz de Medeiros Pinto,DEF5E12,Hyundai,Vermelho
Henrique Alves Lima,AEB3D59,Chevrolet,Preto
Thiago Gomes Soares,ADF8A19,Chevrolet,Vermelho
Daniel Gomes Amancio,CCA9B18,Hyundai,Cinza
Matheus Cruz Amancio,EFD9E73,VW,Branco
Thiago Vieira Dias,FBC9D46,Fiat,Preto
Larissa de Oliveira Barbosa,CEF5D94,VW,Preto
Beatriz Vieira Campos,DED6E25,VW,Vermelho
Vinícius de Oliveira Silva,BCA7D12,Hyundai,Prata
Vitória Mesquita Sanches,FBC1E95,Hyundai,Prata
Miguel Queiroz Domingues,BEF0A31,Toyota,Preto
Gabriel Alves da Costa,ACB8B42,Fiat,Prata
Giovanna Gomes Lima,CBE5A84,Toyota,Cinza
Sofia Franco Castilho,EEA3B63,Honda,Preto
Vitória da Silva Lima,FCD0A89,Chevrolet,Azul Claro
Larissa Braz Silva,BBC4A58,Fiat,Cinza
Samuel Gomes Pinto,AAB6B94,Toyota,Vermelho
Eduardo Matos Melo,FFD7B15,Toyota,Preto
Samuel Braz Pereira,AFE5C58,Toyota,Prata
Mariana Matos Domingues,BFB1D41,Honda,Branco
Rafael Fernandes Pereira,AEE3B83,VW,Preto
Guilherme Ponciano Amancio,ACB4A33,Fiat,Preto
Matheus Cristine Trindade,DFF1C58,Hyundai,Preto
Vinícius Santana Ribeiro,BFB5A29,Toyota,Prata
Henrique Braz Mendes,ACA5C76,Fiat,Preto
Daniel Ponciano Mendonça,CBE1C98,Toyota,Azul Claro
Clara Braz Amaral,DFE3A43,VW,Azul Claro
João de Almeida Mengue,CFB7D77,Toyota,Branco
Giovanna Queiroz Pereira,BEF0A29,VW,Vermelho
Guilherme Vieira dos Santos,EFB7E12,Fiat,Cinza
Victor Gomes Silva,FBC2A22,Honda,Cinza
Guilherme Nascimento Mendes,FBF7B18,Hyundai,Azul Claro
Felipe Alves Mendes,DDB7B41,Chevrolet,Azul Claro
Pedro Cruz dos Santos,BCE5D48,Fiat,Cinza
Vitória Queiroz Dias,BCE9D33,Toyota,Prata
João Ponciano Senzaki,BCB0A39,Chevrolet,Azul Claro
Vinícius de Almeida Sanches,ACB2D53,Toyota,Branco
Daniel Cruz Lima,ADB9E17,Chevrolet,Prata
Maria da Silva Araujo,DFA0E48,Toyota,Prata
Pedro Cristine Pereira,BFA5C17,Hyundai,Branco
Felipe Mesquita Dias,ECE9E10,VW,Cinza
Maria Matos Melo,DEF6D28,Hyundai,Azul Claro
Vinícius Santana Pereira,CBA5C89,Fiat,Prata
Samuel Matos Domingues,FDA3E98,Hyundai,Prata
Henrique Amorim Camargo,DBD5D87,Chevrolet,Prata
Victor Vieira Soares,FDB4C12,Hyundai,Branco
Yasmin da Silva Athayde,BAC4C55,Fiat,Cinza
Eduardo Mesquita Pinto,DFC4A31,Hyundai,Preto
Pedro Cruz Amancio,BAA8E31,Fiat,Preto
Beatriz Mesquita Sanches,ABC6C58,Chevrolet,Preto
Vinícius Matos Senzaki,FBB0E35,Toyota,Branco
André Cruz Mengue,ADB6E61,Toyota,Vermelho
