id,nome,altura,endereco
1313,Henrique de Almeida Ribeiro,161,"Avenida Albino José Barbosa de Oliveira, 2706 - Barão Geraldo"
1314,Felipe da Silva da Costa,154,"Rua Marechal Deodoro, 1603 - Vila Itapura"
1315,Giovanna Braz Melo,186,"Avenida Albino José Barbosa de Oliveira, 2496 - Barão Geraldo"
1316,Vinícius Matos Melo,181,"Avenida Francisco Glicério, 2140 - Centro"
1317,Sofia Paschoalino Machado,204,"Avenida Brasil, 533 - Guanabara"
1318,Felipe Vieira Trindade,158,"Avenida Albino José Barbosa de Oliveira, 1244 - Barão Geraldo"
1319,Yasmin Ponciano Ribeiro,190,"Rua Doutor Delfino Cintra, 182 - Vila Itapura"
1320,Sofia Santana Rodrigues,184,"Avenida Albino José Barbosa de Oliveira, 1984 - Barão Geraldo"
1321,Pedro Amorim Rodrigues,168,"Avenida Alberto Sarmento, 508 - Castelo"
1322,Pedro Fernandes da Costa,197,"Avenida Francisco Glicério, 376 - Centro"
1323,André Vieira Camargo,165,"Rua Coronel Quirino, 1565 - Cambuí"
1324,Gabriel Nascimento Rodrigues,152,"Rua Maria Monteiro, 678 - Cambuí"
1325,Gabriel Mesquita Soares,169,"Avenida Albino José Barbosa de Oliveira, 912 - Barão Geraldo"
1326,Victor da Silva Ribeiro,173,"Avenida Andrade Neves, 2737 - Castelo"
1327,Sofia Martins Campos,203,"Avenida Albino José Barbosa de Oliveira, 2735 - Barão Geraldo"
1328,Maria Gomes Pinto,182,"Avenida Anchieta, 102 - Centro"
1329,João Matos Lopes,173,"Rua Doutor Delfino Cintra, 239 - Vila Itapura"
1330,Giovanna Mesquita Melo,201,"Avenida Brasil, 1415 - Guanabara"
1331,Gabriel Cristine Araujo,160,"Avenida Albino José Barbosa de Oliveira, 2688 - Barão Geraldo"
1332,Felipe Braz Senzaki,198,"Avenida Andrade Neves, 965 - Castelo"
1333,Yasmin Gomes Lima,157,"Avenida Anchieta, 128 - Centro"
1334,Rafael de Almeida dos Santos,185,"Avenida Heitor Penteado, 466 - Taquaral"
1335,Felipe Alves Melo,187,"Rua Coronel Quirino, 1616 - Cambuí"
1336,Yasmin Ferreira Lima,189,"Avenida Brasil, 485 - Guanabara"
1337,Samuel Franco Camargo,169,"Rua Barão de Itapura, 621 - Guanabara"
1338,Daniel de Oliveira Camargo,184,"Rua Doutor Delfino Cintra, 399 - Vila Itapura"
1339,Gabriel da Silva Mendonça,197,"Avenida Brasil, 1283 - Guanabara"
1340,Guilherme Paschoalino Rodrigues,174,"Rua Sampaio Ferraz, 558 - Cambuí"
1341,Sofia Cruz Melo,184,"Avenida Anchieta, 443 - Centro"
1342,Beatriz de Medeiros Mendes,174,"Rua Paula Bueno, 358 - Taquaral"
1343,Guilherme Matos Silva,178,"Avenida Brasil, 446 - Guanabara"
1344,Mariana Alves Senzaki,167,"Avenida Albino José Barbosa de Oliveira, 2214 - Barão Geraldo"
1345,André Ferreira Camargo,195,"Rua Doutor Delfino Cintra, 333 - Vila Itapura"
1346,Pedro Alves Lopes,167,"Avenida Anchieta, 867 - Centro"
1347,Henrique de Almeida Athayde,151,"Avenida Anchieta, 706 - Centro"
1348,Giovanna Alves Senzaki,203,"Avenida Albino José Barbosa de Oliveira, 2473 - Barão Geraldo"
1349,Vitória Vieira Pereira,184,"Avenida Heitor Penteado, 2735 - Taquaral"
1350,Pedro Vieira Dias,165,"Rua Marechal Deodoro, 1326 - Vila Itapura"
1351,Mariana Queiroz Athayde,190,"Rua Paula Bueno, 1128 - Taquaral"
1352,Eduardo Cruz da Costa,185,"Avenida Alberto Sarmento, 570 - Castelo"
1353,Victor Mesquita Amancio,182,"Rua Doutor Delfino Cintra, 656 - Vila Itapura"
1354,Gabriel Cristine Mendes,153,"Rua Marechal Deodoro, 1113 - Vila Itapura"
1355,Larissa Ponciano Amaral,182,"Rua Paula Bueno, 220 - Taquaral"
1356,Vinícius Franco Trindade,163,"Rua Doutor Delfino Cintra, 166 - Vila Itapura"
1357,Larissa Martins Pereira,170,"Rua Marechal Deodoro, 1600 - Vila Itapura"
1358,Miguel Fernandes Camargo,197,"Rua Marechal Deodoro, 1534 - Vila Itapura"
1359,Victor Ponciano Camargo,169,"Avenida Alberto Sarmento, 376 - Castelo"
1360,Victor Franco Athayde,157,"Rua Doutor Delfino Cintra, 754 - Vila Itapura"
1361,Vinícius Cristine Lima,156,"Avenida Albino José Barbosa de Oliveira, 3348 - Barão Geraldo"
1362,Felipe Amorim dos Santos,152,"Avenida Alberto Sarmento, 54 - Castelo"
1363,Giovanna Queiroz Amancio,166,"Rua Barão de Itapura, 1482 - Guanabara"
1364,Erik Santana Mendonça,182,"Avenida Albino José Barbosa de Oliveira, 1436 - Barão Geraldo"
1365,Sofia Vieira Mendonça,197,"Rua Doutor Delfino Cintra, 410 - Vila Itapura"
1366,André Ponciano Lopes,161,"Rua Sampaio Ferraz, 299 - Cambuí"
1367,Rafael Franco Ribeiro,200,"Avenida Heitor Penteado, 2881 - Taquaral"
1368,Guilherme de Medeiros Trindade,171,"Rua Doutor Delfino Cintra, 109 - Vila Itapura"
1369,Guilherme Matos Camargo,204,"Avenida Anchieta, 780 - Centro"
1370,Rafael Fernandes Amancio,171,"Rua Marechal Deodoro, 1553 - Vila Itapura"
1371,Matheus Santana Melo,195,"Rua Paula Bueno, 435 - Taquaral"
1372,Thiago Amorim Dias,179,"Avenida Brasil, 1819 - Guanabara"
1373,Matheus de Oliveira Domingues,187,"Avenida Andrade Neves, 1202 - Castelo"
1374,Daniel Gomes Trindade,187,"Avenida Francisco Glicério, 903 - Centro"
1375,Mariana Cruz Melo,194,"Rua Marechal Deodoro, 1605 - Vila Itapura"
1376,Vitória Cruz Amancio,200,"Avenida Alberto Sarmento, 751 - Castelo"
1377,Beatriz de Almeida da Costa,203,"Avenida Alberto Sarmento, 312 - Castelo"
1378,Guilherme Franco Araujo,157,"Avenida Albino José Barbosa de Oliveira, 2793 - Barão Geraldo"
1379,Vitória Ferreira Camargo,176,"Rua Marechal Deodoro, 215 - Vila Itapura"
1380,Miguel Cristine Lopes,176,"Rua Coronel Quirino, 1070 - Cambuí"
1381,Rafael Mesquita Rodrigues,183,"Avenida Francisco Glicério, 490 - Centro"
1382,Livia Bellini Machado,170,"Rua Barão de Itapura, 2530 - Guanabara"
1383,Sofia Alves Lopes,179,"Avenida Albino José Barbosa de Oliveira, 2578 - Barão Geraldo"
1384,Clara Franco Athayde,182,"Avenida Andrade Neves, 1013 - Castelo"
1385,Maria Braz Amaral,177,"Rua Maria Monteiro, 503 - Cambuí"
1386,Giovanna Paschoalino Amancio,196,"Avenida Albino José Barbosa de Oliveira, 1249 - Barão Geraldo"
1387,Gabriel Queiroz Sanches,182,"Avenida Alberto Sarmento, 778 - Castelo"
1388,Victor Ferreira Mengue,154,"Rua Marechal Deodoro, 1692 - Vila Itapura"
1389,Larissa Queiroz Sanches,197,"Avenida Albino José Barbosa de Oliveira, 1137 - Barão Geraldo"
1390,Giovanna Ferreira Athayde,168,"Avenida Andrade Neves, 1514 - Castelo"
1391,Larissa de Almeida Ribeiro,153,"Rua Maria Monteiro, 248 - Cambuí"
1392,Samuel Amorim Lopes,184,"Rua Maria Monteiro, 1011 - Cambuí"
1393,Giovanna de Almeida Dias,198,"Avenida Alberto Sarmento, 57 - Castelo"
1394,Maria Amorim Sanches,166,"Rua Barão de Itapura, 1221 - Guanabara"
1395,Pedro Vieira Ribeiro,193,"Avenida Alberto Sarmento, 380 - Castelo"
1396,João Ponciano Pinto,177,"Avenida Albino José Barbosa de Oliveira, 2650 - Barão Geraldo"
1397,Henrique Queiroz Senzaki,179,"Avenida Andrade Neves, 1232 - Castelo"
1398,Erik Braz Domingues,178,"Avenida Brasil, 417 - Guanabara"
1399,Rafael Alves Camargo,195,"Avenida Heitor Penteado, 2933 - Taquaral"
1400,Matheus Nascimento Sanches,202,"Rua Marechal Deodoro, 930 - Vila Itapura"
1401,Larissa Gomes Athayde,155,"Rua Marechal Deodoro, 906 - Vila Itapura"
1402,Miguel Vieira Pinto,184,"Rua Barão de Itapura, 361 - Guanabara"
1403,Giovanna Braz Senzaki,190,"Avenida Brasil, 859 - Guanabara"
1404,Larissa Nascimento Barbosa,186,"Avenida Alberto Sarmento, 380 - Castelo"
1405,Samuel Paschoalino Soares,173,"Rua Marechal Deodoro, 110 - Vila Itapura"
1406,Sofia Fernandes Domingues,178,"Rua Barão de Itapura, 1387 - Guanabara"
1407,Beatriz de Oliveira Machado,198,"Rua Maria Monteiro, 273 - Cambuí"
1408,João Franco Lima,195,"Avenida Brasil, 670 - Guanabara"
1409,Pedro Amorim Lopes,202,"Rua Sampaio Ferraz, 272 - Cambuí"
1410,Larissa de Medeiros dos Santos,180,"Rua Marechal Deodoro, 273 - Vila Itapura"
1411,Giovanna Gomes Silva,184,"Rua Sampaio Ferraz, 315 - Cambuí"
1412,Guilherme Fernandes Rodrigues,182,"Avenida Heitor Penteado, 1742 - Taquaral"
1413,Pedro Cristine Mengue,201,"Avenida Alberto Sarmento, 518 - Castelo"
1414,Mariana Franco da Costa,170,"Avenida Heitor Penteado, 2137 - Taquaral"
1415,Gabriel Matos Mendonça,181,"Rua Doutor Delfino Cintra, 684 - Vila Itapura"
1416,Guilherme Gomes Mengue,172,"Rua Barão de Itapura, 672 - Guanabara"
1417,Sofia Ponciano Amancio,182,"Rua Barão de Itapura, 2947 - Guanabara"
1418,Gabriel Cristine Lopes,152,"Rua Paula Bueno, 1145 - Taquaral"
1419,Daniel Amorim Sanches,167,"Avenida Francisco Glicério, 193 - Centro"
1420,Eduardo Alves Rodrigues,174,"Avenida Francisco Glicério, 780 - Centro"
1421,Guilherme Martins Rodrigues,191,"Avenida Anchieta, 886 - Centro"
1422,Giovanna Ponciano Sanches,180,"Rua Marechal Deodoro, 374 - Vila Itapura"
1423,Pedro Alves Trindade,203,"Avenida Brasil, 1480 - Guanabara"
1424,Miguel Gomes Silva,152,"Avenida Heitor Penteado, 2996 - Taquaral"
1425,Livia de Oliveira Amaral,189,"Rua Barão de Itapura, 404 - Guanabara"
1426,Samuel Cruz Barbosa,195,"Rua Barão de Itapura, 1167 - Guanabara"
1427,Clara Bellini Lima,173,"Avenida Albino José Barbosa de Oliveira, 1648 - Barão Geraldo"
1428,Thiago Ponciano Pinto,199,"Avenida Albino José Barbosa de Oliveira, 1051 - Barão Geraldo"
1429,Thiago Martins Melo,181,"Avenida Andrade Neves, 596 - Castelo"
1430,Vitória Paschoalino Camargo,196,"Avenida Brasil, 299 - Guanabara"
1431,Yasmin Mesquita Sanches,171,"Avenida Andrade Neves, 2603 - Castelo"
1432,Victor Ferreira Soares,172,"Avenida Alberto Sarmento, 772 - Castelo"
1433,Pedro Cruz Lopes,151,"Avenida Brasil, 1729 - Guanabara"
1434,Sofia Alves Campos,176,"Rua Marechal Deodoro, 747 - Vila Itapura"
1435,Henrique Gomes Lima,191,"Rua Doutor Delfino Cintra, 398 - Vila Itapura"
1436,Sofia Nascimento Lopes,151,"Rua Sampaio Ferraz, 263 - Cambuí"
1437,Henrique de Oliveira Rodrigues,175,"Rua Coronel Quirino, 355 - Cambuí"
1438,Gabriel Ferreira Pereira,166,"Avenida Brasil, 1676 - Guanabara"
1439,Gabriel Ponciano Athayde,189,"Rua Coronel Quirino, 1411 - Cambuí"
1440,Henrique Alves Rodrigues,182,"Rua Coronel Quirino, 1962 - Cambuí"
1441,Thiago Nascimento Pereira,158,"Rua Paula Bueno, 399 - Taquaral"
1442,Matheus Amorim Silva,192,"Rua Marechal Deodoro, 660 - Vila Itapura"
1443,Pedro de Medeiros Silva,203,"Rua Maria Monteiro, 782 - Cambuí"
1444,Samuel Ferreira Pinto,197,"Avenida Anchieta, 984 - Centro"
1445,Daniel Fernandes Senzaki,188,"Rua Maria Monteiro, 369 - Cambuí"
1446,Samuel Fernandes Mengue,178,"Rua Barão de Itapura, 2511 - Guanabara"
1447,Yasmin Cruz Domingues,191,"Rua Doutor Delfino Cintra, 107 - Vila Itapura"
1448,Mariana Cruz Amancio,204,"Rua Barão de Itapura, 2969 - Guanabara"
1449,Pedro Bellini Pinto,175,"Rua Barão de Itapura, 2359 - Guanabara"
1450,Vinícius Matos Pereira,184,"Avenida Heitor Penteado, 206 - Taquaral"
1451,Mariana Vieira Barbosa,199,"Avenida Anchieta, 979 - Centro"
1452,Henrique Queiroz Barbosa,174,"Rua Doutor Delfino Cintra, 195 - Vila Itapura"
1453,Sofia Nascimento Pinto,173,"Rua Paula Bueno, 1076 - Taquaral"
1454,Mariana Matos Lima,162,"Avenida Brasil, 1071 - Guanabara"
1455,Pedro Gomes Athayde,156,"Rua Sampaio Ferraz, 535 - Cambuí"
1456,Vinícius Vieira Trindade,185,"Avenida Alberto Sarmento, 268 - Castelo"
1457,Mariana Queiroz Camargo,194,"Avenida Anchieta, 591 - Centro"
1458,Gabriel Vieira Domingues,169,"Avenida Andrade Neves, 226 - Castelo"
1459,Daniel Amorim Rodrigues,150,"Avenida Andrade Neves, 1030 - Castelo"
1460,Daniel Fernandes Mendonça,157,"Avenida Andrade Neves, 1885 - Castelo"
1461,Rafael Mesquita Mengue,195,"Avenida Anchieta, 372 - Centro"
1462,Beatriz Braz da Costa,165,"Rua Doutor Delfino Cintra, 524 - Vila Itapura"
1463,Beatriz Mesquita Campos,163,"Rua Paula Bueno, 976 - Taquaral"
1464,João Ponciano Silva,161,"Avenida Brasil, 1260 - Guanabara"
1465,Gabriel Martins Domingues,200,"Avenida Alberto Sarmento, 635 - Castelo"
1466,Victor Queiroz da Costa,172,"Avenida Albino José Barbosa de Oliveira, 3472 - Barão Geraldo"
1467,Erik de Almeida Mendonça,164,"Rua Sampaio Ferraz, 91 - Cambuí"
1468,Clara Franco Barbosa,177,"Rua Sampaio Ferraz, 255 - Cambuí"
1469,Livia Franco Soares,183,"Rua Maria Monteiro, 1188 - Cambuí"
1470,Gabriel Alves Dias,151,"Rua Maria Monteiro, 1532 - Cambuí"
1471,Eduardo Santana Lopes,181,"Rua Paula Bueno, 121 - Taquaral"
1472,Mariana Bellini Lopes,172,"Avenida Albino José Barbosa de Oliveira, 1974 - Barão Geraldo"
1473,Giovanna Queiroz Mengue,171,"Avenida Albino José Barbosa de Oliveira, 1670 - Barão Geraldo"
1474,Thiago Fernandes Camargo,200,"Rua Sampaio Ferraz, 204 - Cambuí"
1475,Matheus Gomes Mendonça,174,"Rua Marechal Deodoro, 1562 - Vila Itapura"
1476,Clara Fernandes Campos,171,"Avenida Albino José Barbosa de Oliveira, 1010 - Barão Geraldo"
1477,Victor Mesquita Castilho,171,"Avenida Alberto Sarmento, 928 - Castelo"
1478,Maria Matos Melo,198,"Avenida Francisco Glicério, 726 - Centro"
1479,Miguel Mesquita dos Santos,201,"Rua Coronel Quirino, 1819 - Cambuí"
1480,Livia Alves Senzaki,191,"Avenida Anchieta, 985 - Centro"
1481,Gabriel Nascimento Dias,155,"Rua Coronel Quirino, 1114 - Cambuí"
1482,João Ferreira Camargo,164,"Avenida Albino José Barbosa de Oliveira, 1538 - Barão Geraldo"
1483,Rafael Mesquita Mengue,203,"Rua Coronel Quirino, 1971 - Cambuí"
1484,Vitória Queiroz Pereira,192,"Avenida Alberto Sarmento, 1114 - Castelo"
1485,Giovanna Paschoalino Dias,186,"Rua Marechal Deodoro, 694 - Vila Itapura"
1486,Matheus de Medeiros Amaral,182,"Rua Paula Bueno, 701 - Taquaral"
1487,Yasmin Alves Sanches,157,"Avenida Heitor Penteado, 19 - Taquaral"
1488,Guilherme Santana Amaral,202,"Avenida Andrade Neves, 900 - Castelo"
1489,Thiago da Silva Trindade,193,"Avenida Heitor Penteado, 1906 - Taquaral"
1490,Mariana de Oliveira Amaral,193,"Rua Barão de Itapura, 335 - Guanabara"
1491,Giovanna Queiroz Lima,154,"Avenida Heitor Penteado, 2531 - Taquaral"
1492,Yasmin Queiroz Soares,188,"Avenida Albino José Barbosa de Oliveira, 1232 - Barão Geraldo"
1493,Vitória Cruz Castilho,153,"Avenida Heitor Penteado, 31 - Taquaral"
1494,Daniel Amorim Castilho,155,"Avenida Heitor Penteado, 1656 - Taquaral"
1495,Beatriz Mesquita da Costa,194,"Avenida Heitor Penteado, 425 - Taquaral"
1496,Miguel de Medeiros Dias,181,"Avenida Albino José Barbosa de Oliveira, 819 - Barão Geraldo"
1497,João Cruz Amancio,201,"Rua Sampaio Ferraz, 536 - Cambuí"
1498,Guilherme Braz Araujo,179,"Avenida Anchieta, 136 - Centro"
1499,Maria de Almeida dos Santos,196,"Avenida Albino José Barbosa de Oliveira, 647 - Barão Geraldo"
1500,Eduardo Gomes Campos,184,"Rua Doutor Delfino Cintra, 241 - Vila Itapura"
1501,Samuel Martins Melo,204,"Avenida Albino José Barbosa de Oliveira, 1543 - Barão Geraldo"
1502,Vitória de Almeida Melo,189,"Rua Paula Bueno, 977 - Taquaral"
1503,Vitória Alves da Costa,201,"Avenida Anchieta, 121 - Centro"
1504,Guilherme Braz da Costa,165,"Avenida Albino José Barbosa de Oliveira, 672 - Barão Geraldo"
1505,Daniel Fernandes Amancio,162,"Avenida Anchieta, 775 - Centro"
1506,Eduardo Santana Barbosa,199,"Avenida Albino José Barbosa de Oliveira, 1481 - Barão Geraldo"
1507,Matheus Queiroz Pereira,191,"Rua Marechal Deodoro, 326 - Vila Itapura"
1508,Thiago Gomes Campos,179,"Avenida Anchieta, 51 - Centro"
1509,Clara Nascimento Mengue,168,"Avenida Anchieta, 441 - Centro"
1510,Giovanna Gomes Senzaki,166,"Avenida Andrade Neves, 139 - Castelo"
1511,Miguel da Silva Soares,168,"Avenida Francisco Glicério, 1973 - Centro"
1512,Yasmin Queiroz Melo,177,"Avenida Andrade Neves, 496 - Castelo"
1513,Victor Nascimento Sanches,204,"Avenida Albino José Barbosa de Oliveira, 2263 - Barão Geraldo"
1514,Mariana da Silva Senzaki,175,"Avenida Albino José Barbosa de Oliveira, 1340 - Barão Geraldo"
1515,Matheus Santana Ribeiro,186,"Rua Doutor Delfino Cintra, 523 - Vila Itapura"
1516,André Franco Mendes,175,"Avenida Andrade Neves, 548 - Castelo"
1517,Henrique Franco Trindade,202,"Rua Maria Monteiro, 53 - Cambuí"
1518,Mariana Vieira Castilho,172,"Avenida Francisco Glicério, 1419 - Centro"
1519,Vitória Fernandes Rodrigues,158,"Avenida Brasil, 978 - Guanabara"
1520,Guilherme Amorim Domingues,161,"Rua Sampaio Ferraz, 360 - Cambuí"
1521,Daniel Cruz Athayde,202,"Avenida Albino José Barbosa de Oliveira, 1789 - Barão Geraldo"
1522,Beatriz Mesquita Ribeiro,150,"Avenida Albino José Barbosa de Oliveira, 1165 - Barão Geraldo"
1523,Daniel Cristine Trindade,150,"Avenida Albino José Barbosa de Oliveira, 3126 - Barão Geraldo"
1524,Sofia Cruz Pereira,196,"Avenida Albino José Barbosa de Oliveira, 2539 - Barão Geraldo"
1525,Miguel da Silva Soares,183,"Avenida Francisco Glicério, 1031 - Centro"
1526,Yasmin Matos Mendes,181,"Avenida Heitor Penteado, 1089 - Taquaral"
1527,Maria Ferreira Araujo,203,"Avenida Alberto Sarmento, 888 - Castelo"
1528,Yasmin Cruz Domingues,197,"Avenida Anchieta, 733 - Centro"
1529,Mariana Cristine Sanches,174,"Rua Marechal Deodoro, 1535 - Vila Itapura"
1530,Pedro Franco Domingues,189,"Avenida Alberto Sarmento, 396 - Castelo"
1531,Giovanna de Medeiros Rodrigues,194,"Rua Marechal Deodoro, 569 - Vila Itapura"
1532,João de Oliveira Lopes,202,"Rua Maria Monteiro, 831 - Cambuí"
1533,Miguel Santana Barbosa,150,"Rua Coronel Quirino, 493 - Cambuí"
1534,João Cristine Soares,165,"Avenida Anchieta, 28 - Centro"
1535,João Gomes Castilho,188,"Avenida Brasil, 382 - Guanabara"
1536,João de Medeiros Pereira,154,"Rua Marechal Deodoro, 878 - Vila Itapura"
1537,Giovanna de Oliveira Senzaki,171,"Avenida Albino José Barbosa de Oliveira, 2877 - Barão Geraldo"
1538,Vitória Fernandes Amancio,178,"Avenida Alberto Sarmento, 464 - Castelo"
1539,Matheus de Oliveira Castilho,204,"Rua Paula Bueno, 1081 - Taquaral"
1540,Mariana Franco Mengue,152,"Rua Sampaio Ferraz, 447 - Cambuí"
1541,Beatriz Braz Trindade,161,"Avenida Alberto Sarmento, 633 - Castelo"
1542,Eduardo Ferreira dos Santos,175,"Rua Coronel Quirino, 844 - Cambuí"
1543,Clara Gomes dos Santos,165,"Rua Paula Bueno, 956 - Taquaral"
1544,Victor de Oliveira Sanches,200,"Avenida Anchieta, 926 - Centro"
1545,Gabriel Braz Lima,186,"Rua Maria Monteiro, 93 - Cambuí"
1546,Eduardo Franco Mengue,171,"Rua Maria Monteiro, 1362 - Cambuí"
1547,Giovanna Cruz Silva,178,"Avenida Andrade Neves, 878 - Castelo"
1548,Sofia Bellini da Costa,163,"Rua Paula Bueno, 673 - Taquaral"
1549,Erik Cristine Soares,177,"Avenida Brasil, 1774 - Guanabara"
1550,André Cruz Mengue,154,"Avenida Anchieta, 981 - Centro"
1551,João Santana Dias,196,"Avenida Albino José Barbosa de Oliveira, 1379 - Barão Geraldo"
1552,Henrique Paschoalino Mendonça,198,"Avenida Heitor Penteado, 406 - Taquaral"
1553,Giovanna de Medeiros Silva,179,"Avenida Alberto Sarmento, 1140 - Castelo"
1554,Yasmin Ponciano Machado,195,"Rua Marechal Deodoro, 778 - Vila Itapura"
1555,Daniel Vieira Ribeiro,201,"Rua Paula Bueno, 1183 - Taquaral"
1556,Miguel da Silva Machado,154,"Rua Barão de Itapura, 1075 - Guanabara"
1557,Victor Cristine Lopes,161,"Avenida Andrade Neves, 870 - Castelo"
1558,Samuel Santana Amaral,165,"Rua Barão de Itapura, 457 - Guanabara"
1559,Beatriz Queiroz Machado,175,"Rua Maria Monteiro, 1299 - Cambuí"
1560,Guilherme Fernandes Castilho,175,"Avenida Alberto Sarmento, 94 - Castelo"
1561,André de Medeiros Ribeiro,197,"Avenida Brasil, 800 - Guanabara"
1562,Livia Ponciano Soares,170,"Avenida Andrade Neves, 414 - Castelo"
1563,Daniel Alves Rodrigues,188,"Rua Sampaio Ferraz, 643 - Cambuí"
1564,Miguel Vieira Amancio,185,"Rua Paula Bueno, 1071 - Taquaral"
1565,Henrique Franco Silva,182,"Rua Marechal Deodoro, 1192 - Vila Itapura"
1566,Clara Cruz Melo,179,"Avenida Alberto Sarmento, 99 - Castelo"
1567,Vinícius Amorim Dias,186,"Avenida Francisco Glicério, 1722 - Centro"
1568,Sofia Matos Pinto,172,"Rua Barão de Itapura, 2395 - Guanabara"
1569,Livia Franco Machado,159,"Rua Paula Bueno, 1018 - Taquaral"
1570,Guilherme Fernandes Machado,203,"Avenida Alberto Sarmento, 903 - Castelo"
1571,Vinícius Ponciano Senzaki,154,"Rua Coronel Quirino, 958 - Cambuí"
1572,Thiago Matos Senzaki,185,"Avenida Brasil, 693 - Guanabara"
1573,Mariana Amorim Lima,183,"Rua Barão de Itapura, 2953 - Guanabara"
1574,Sofia de Oliveira Domingues,201,"Avenida Anchieta, 56 - Centro"
1575,Miguel Santana Domingues,180,"Avenida Brasil, 789 - Guanabara"
1576,Henrique Fernandes Pereira,159,"Avenida Andrade Neves, 2037 - Castelo"
1577,Maria Cristine Pinto,168,"Avenida Alberto Sarmento, 348 - Castelo"
1578,Maria Braz Soares,181,"Avenida Albino José Barbosa de Oliveira, 2313 - Barão Geraldo"
1579,Giovanna da Silva Silva,150,"Rua Doutor Delfino Cintra, 420 - Vila Itapura"
1580,Matheus Alves Amancio,154,"Rua Barão de Itapura, 947 - Guanabara"
1581,Clara Vieira Amancio,194,"Avenida Francisco Glicério, 665 - Centro"
1582,Maria Cristine Araujo,153,"Avenida Brasil, 46 - Guanabara"
1583,Yasmin da Silva da Costa,165,"Rua Doutor Delfino Cintra, 525 - Vila Itapura"
1584,Eduardo Gomes Athayde,173,"Avenida Andrade Neves, 1252 - Castelo"
1585,Victor Gomes Mendes,165,"Rua Marechal Deodoro, 706 - Vila Itapura"
1586,Henrique Queiroz Senzaki,204,"Avenida Andrade Neves, 2271 - Castelo"
1587,Maria da Silva Barbosa,151,"Rua Maria Monteiro, 468 - Cambuí"
1588,Matheus Ponciano Barbosa,198,"Rua Sampaio Ferraz, 253 - Cambuí"
1589,Yasmin de Medeiros Camargo,177,"Avenida Heitor Penteado, 2629 - Taquaral"
1590,Vinícius Mesquita Campos,181,"Avenida Anchieta, 959 - Centro"
